Rfrg_Prvdr_Geo_Lvl,Rfrg_Prvdr_Geo_Cd,Rfrg_Prvdr_Geo_Desc,BETOS_Lvl,BETOS_Cd,BETOS_Desc,HCPCS_Cd,HCPCS_Desc,Suplr_Rentl_Ind,Tot_Rfrg_Prvdrs,Tot_Suplrs,Tot_Suplr_Benes,Tot_Suplr_Clms,Tot_Suplr_Srvcs,Avg_Suplr_Sbmtd_Chrg,Avg_Suplr_Mdcr_Alowd_Amt,Avg_Suplr_Mdcr_Pymt_Amt,Avg_Suplr_Mdcr_Stdzd_Amt
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A4349,"Male external catheter, with or without adhesive, disposable, each",N,11455,1541,12644,63566,2991507,3.906873489,2.332143121,1.718599101,1.690717956
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A4649,Surgical supply; miscellaneous,N,80,37,165,196,19594,4.744684087,3.808480657,3.020618557,2.968024395
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6010,"Collagen based wound filler, dry form, sterile, per gram of collagen",N,8149,972,28412,54136,1669050,46.80010916,36.02607963,28.72554463,28.18268928
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6011,"Collagen based wound filler, gel/paste, per gram of collagen",N,574,68,1377,2167,119744,3.529756648,2.659911645,2.110843049,2.070970571
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6021,"Collagen dressing, sterile, size 16 sq. in. or less, each",N,13230,1089,46489,73629,4447286,27.2353181,24.35614871,19.43081009,19.06336648
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6022,"Collagen dressing, sterile, size more than 16 sq. in. but less than or equal to 48 sq. in., each",N,1313,175,1719,2751,61057,33.11029481,24.43566192,19.40698937,19.06265932
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6023,"Collagen dressing, sterile, size more than 48 sq. in., each",N,1110,142,4103,7323,123101,293.8528124,220.7356134,176.5318306,173.2548065
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6024,"Collagen dressing wound filler, sterile, per 6 inches",N,35,19,36,59,1840,9.345141304,7.197413044,5.486755435,5.379016304
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6154,"Wound pouch, each",N,150,58,136,510,6456,30.04610905,16.41422553,12.82606722,12.74666512
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6196,"Alginate or other fiber gelling dressing, wound cover, sterile, pad size 16 sq. in. or less, each dressing",N,17559,938,73957,156737,5188782,10.88106084,8.566517726,6.78367508,6.654356676
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6197,"Alginate or other fiber gelling dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., each dressing",N,10648,832,24830,50677,1658727,23.761433,19.10536408,15.16954849,14.89465411
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6198,"Alginate or other fiber gelling dressing, wound cover, sterile, pad size more than 48 sq. in., each dressing",N,838,103,1004,1834,63347,63.15005699,41.42375977,33.03991491,32.40081598
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6199,"Alginate or other fiber gelling dressing, wound filler, sterile, per 6 inches",N,5575,330,10162,20123,1147757,7.084848544,6.147759892,4.884111088,4.791306418
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6203,"Composite dressing, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing",N,6673,178,21588,42947,1121077,4.056549782,3.919145313,3.072073408,3.01432584
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6204,"Composite dressing, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing",N,848,72,1241,2151,55201,7.837524864,7.226627779,5.737424866,5.635855872
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6206,"Contact layer, sterile, 16 sq. in. or less, each dressing",N,933,137,1525,2179,12197,10.96258916,6.730186111,5.344398623,5.239840125
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6207,"Contact layer, sterile, more than 16 sq. in. but less than or equal to 48 sq. in., each dressing",N,1991,189,4167,7051,55455,12.6769148,8.530096475,6.726697863,6.598132179
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6208,"Contact layer, sterile, more than 48 sq. in., each dressing",N,54,26,73,150,1081,32.37510638,25.98045328,20.41190564,20.02844588
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6209,"Foam dressing, wound cover, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",N,10454,907,27260,45805,703863,10.94597629,8.686601299,6.833085615,6.708875278
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6210,"Foam dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing",N,6390,558,12238,20624,302111,27.59519819,23.11768089,18.25673931,17.94575123
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6211,"Foam dressing, wound cover, sterile, pad size more than 48 sq. in., without adhesive border, each dressing",N,1305,177,1687,2981,55447,47.33244792,34.07795264,27.04654138,26.60481144
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6212,"Foam dressing, wound cover, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing",N,17295,1346,62724,119984,1736627,14.19173551,11.23924857,8.873159061,8.742430839
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6213,"Foam dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing",N,4034,390,7380,13871,203006,17.26645148,12.00697378,9.511087012,9.327636425
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6214,"Foam dressing, wound cover, sterile, pad size more than 48 sq. in., with any size adhesive border, each dressing",N,213,83,623,1182,17536,17.65335253,11.92613766,9.463536725,9.31982208
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6215,"Foam dressing, wound filler, sterile, per gram",N,84,46,100,165,4394,11.9335685,6.457382795,5.123921256,5.021832044
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6216,"Gauze, non-impregnated, non-sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",N,10407,1173,23695,45109,7693758,0.145046262,0.049956175,0.038610749,0.037862589
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6217,"Gauze, non-impregnated, non-sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing",N,272,34,386,535,27819,4.600587009,1.460436752,1.149147705,1.126935907
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6218,"Gauze, non-impregnated, non-sterile, pad size more than 48 sq. in., without adhesive border, each dressing",N,162,27,202,287,15148,8.735218511,2.493671772,1.988587932,1.95107539
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6219,"Gauze, non-impregnated, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing",N,9288,957,38156,77914,2456354,1.950933208,1.108848733,0.87853127,0.862032508
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6220,"Gauze, non-impregnated, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing",N,2931,250,7528,12842,399552,4.011314372,3.012572656,2.393396304,2.351181774
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6221,"Gauze, non-impregnated, sterile, pad size more than 48 sq. in., with any size adhesive border, each dressing",N,423,9,555,726,20185,1.731569482,1.493999009,1.193680456,1.170866485
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6222,"Gauze, impregnated with other than water, normal saline, or hydrogel, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",N,12196,924,39470,63631,2022520,3.495694574,2.475888881,1.95523975,1.919811315
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6223,"Gauze, impregnated with other than water, normal saline, or hydrogel, sterile, pad size more than 16 sq. in., but less than or equal to 48 sq. in., without adhesive border, each dressing",N,6272,646,11624,19174,599369,3.756164817,2.815873694,2.221849896,2.18856746
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6224,"Gauze, impregnated with other than water, normal saline, or hydrogel, sterile, pad size more than 48 sq. in., without adhesive border, each dressing",N,156,69,772,1295,42925,9.17062318,4.195468375,3.342657193,3.279861619
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6231,"Gauze, impregnated, hydrogel, for direct wound contact, sterile, pad size 16 sq. in. or less, each dressing",N,2597,107,4937,7897,241472,6.053447232,5.448553166,4.324790411,4.250931122
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6232,"Gauze, impregnated, hydrogel, for direct wound contact, sterile, pad size greater than 16 sq. in., but less than or equal to 48 sq. in., each dressing",N,125,21,157,212,5822,9.658115768,7.932648574,6.302104088,6.221865338
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6233,"Gauze, impregnated, hydrogel, for direct wound contact, sterile, pad size more than 48 sq. in., each dressing",N,24,7,38,133,4427,25.24297944,21.85857691,17.45018975,17.46293653
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6234,"Hydrocolloid dressing, wound cover, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",N,4660,620,8945,13964,201546,9.900882925,7.593238963,5.931721592,5.837361992
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6235,"Hydrocolloid dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing",N,1134,177,1578,2629,42718,23.24026874,19.28856899,15.15632848,15.05429023
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6236,"Hydrocolloid dressing, wound cover, sterile, pad size more than 48 sq. in., without adhesive border, each dressing",N,87,37,147,391,8651,37.6678384,31.21172581,24.88947174,24.783106
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6237,"Hydrocolloid dressing, wound cover, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing",N,2398,197,4601,6741,122016,10.38999074,9.200473299,7.208898013,7.077662274
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6238,"Hydrocolloid dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing",N,616,83,4198,4903,240712,27.07816349,26.0900631,20.8500936,20.4772993
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6240,"Hydrocolloid dressing, wound filler, paste, sterile, per ounce",N,1370,227,2686,4477,28703,16.97082396,13.50487022,10.54122879,10.48241856
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6242,"Hydrogel dressing, wound cover, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",N,3191,173,6148,9617,257981,7.600974645,7.05507487,5.579478101,5.469773123
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6243,"Hydrogel dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing",N,783,62,1179,1672,48847,16.62487215,14.34207915,11.3977622,11.19324769
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6244,"Hydrogel dressing, wound cover, sterile, pad size more than 48 sq. in., without adhesive border, each dressing",N,58,8,104,471,14694,55.21096978,45.73,36.56656867,35.83518647
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6245,"Hydrogel dressing, wound cover, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing",N,1128,42,1800,2577,56670,8.891250044,8.467967178,6.682574025,6.556301747
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6246,"Hydrogel dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing",N,242,23,304,402,7649,11.81766113,11.5120434,9.051554452,8.915469996
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6248,"Hydrogel dressing, wound filler, gel, per fluid ounce",N,6890,519,19619,32240,103027,24.87810807,18.85253963,14.86865123,14.62666709
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6251,"Specialty absorptive dressing, wound cover, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",N,3755,205,7509,12715,399931,3.004005391,2.276158537,1.794558586,1.782995867
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6252,"Specialty absorptive dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing",N,14400,844,41178,87001,3002062,4.798650058,3.73963576,2.951058393,2.912949336
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6253,"Specialty absorptive dressing, wound cover, sterile, pad size more than 48 sq. in., without adhesive border, each dressing",N,4915,553,8364,16716,593919,8.999773942,6.891850118,5.430013908,5.511503993
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6254,"Specialty absorptive dressing, wound cover, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing",N,513,85,977,1537,35730,1.911096558,1.381176043,1.079081444,1.064809964
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6255,"Specialty absorptive dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing",N,62,26,65,135,3287,4.473468208,3.529139033,2.789948281,2.73968056
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6257,"Transparent film, sterile, 16 sq. in. or less, each dressing",N,1234,205,1777,2949,72850,2.337458751,1.77160604,1.368354015,1.352046397
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6258,"Transparent film, sterile, more than 16 sq. in. but less than or equal to 48 sq. in., each dressing",N,1903,357,2584,5298,102422,6.923635352,4.959067388,3.83704956,3.79683486
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6259,"Transparent film, sterile, more than 48 sq. in., each dressing",N,433,67,529,1153,26527,14.13955894,12.67581973,10.01506729,9.858970106
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6261,"Wound filler, gel/paste, per fluid ounce, not otherwise specified",N,1503,140,3730,4938,10474,115.580105,66.5403523,52.76508211,51.73130896
National,,National,Durable Medical Equipment,D1A,Medical/surgical supplies,A6262,"Wound filler, dry form, per gram, not otherwise specified",N,42,20,82,134,3665,4.843050478,1.376641201,1.070630287,1.049585266
